2025-03-14 12:07:51,106 INFO    StreamThr :1131087 [internal.py:wandb_internal():89] W&B internal server running at pid: 1131087, started at: 2025-03-14 12:07:51.102945
2025-03-14 12:07:51,109 DEBUG   HandlerThread:1131087 [handler.py:handle_request():144] handle_request: status
2025-03-14 12:07:51,241 INFO    WriterThread:1131087 [datastore.py:open_for_write():85] open: /mnt/beegfs/home/sazidur/4D-mJ-Net/wandb/run-20250314_120750-4e5exu03/run-4e5exu03.wandb
2025-03-14 12:07:51,244 DEBUG   SenderThread:1131087 [sender.py:send():375] send: header
2025-03-14 12:07:51,341 DEBUG   SenderThread:1131087 [sender.py:send():375] send: run
2025-03-14 12:07:51,831 INFO    SenderThread:1131087 [dir_watcher.py:__init__():219] watching files in: /mnt/beegfs/home/sazidur/4D-mJ-Net/wandb/run-20250314_120750-4e5exu03/files
2025-03-14 12:07:51,832 INFO    SenderThread:1131087 [sender.py:_start_run_threads():1127] run started: 4e5exu03 with start time 1741950471.168809
2025-03-14 12:07:51,833 DEBUG   SenderThread:1131087 [sender.py:send_request():402] send_request: summary_record
2025-03-14 12:07:51,837 INFO    SenderThread:1131087 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2025-03-14 12:07:51,840 DEBUG   HandlerThread:1131087 [handler.py:handle_request():144] handle_request: check_version
2025-03-14 12:07:51,841 DEBUG   SenderThread:1131087 [sender.py:send_request():402] send_request: check_version
2025-03-14 12:07:52,037 DEBUG   HandlerThread:1131087 [handler.py:handle_request():144] handle_request: run_start
2025-03-14 12:07:52,086 DEBUG   HandlerThread:1131087 [system_info.py:__init__():31] System info init
2025-03-14 12:07:52,088 DEBUG   HandlerThread:1131087 [system_info.py:__init__():46] System info init done
2025-03-14 12:07:52,089 INFO    HandlerThread:1131087 [system_monitor.py:start():181] Starting system monitor
2025-03-14 12:07:52,090 INFO    SystemMonitor:1131087 [system_monitor.py:_start():145] Starting system asset monitoring threads
2025-03-14 12:07:52,091 INFO    HandlerThread:1131087 [system_monitor.py:probe():201] Collecting system info
2025-03-14 12:07:52,092 INFO    SystemMonitor:1131087 [interfaces.py:start():190] Started cpu monitoring
2025-03-14 12:07:52,095 INFO    SystemMonitor:1131087 [interfaces.py:start():190] Started disk monitoring
2025-03-14 12:07:52,097 INFO    SystemMonitor:1131087 [interfaces.py:start():190] Started gpu monitoring
2025-03-14 12:07:52,098 INFO    SystemMonitor:1131087 [interfaces.py:start():190] Started memory monitoring
2025-03-14 12:07:52,100 INFO    SystemMonitor:1131087 [interfaces.py:start():190] Started network monitoring
2025-03-14 12:07:52,169 DEBUG   HandlerThread:1131087 [system_info.py:probe():195] Probing system
2025-03-14 12:07:52,185 DEBUG   HandlerThread:1131087 [system_info.py:_probe_git():180] Probing git
2025-03-14 12:07:52,279 DEBUG   HandlerThread:1131087 [system_info.py:_probe_git():188] Probing git done
2025-03-14 12:07:52,280 DEBUG   HandlerThread:1131087 [system_info.py:probe():240] Probing system done
